a,transaction_id,customer_id,credit_card_number,amount,transaction_type,old_balance,transaction_time,new_balance,is_fraud
2503,T02503,C1269,4.84442E+16,5739.55,ATM,46044.82,02-01-2023 17:42,40305.27,0
2504,T02504,C2350,4.64346E+16,9560.91,Online,3929.3,02-01-2023 17:43,-5631.61,0
2505,T02505,C1387,4.12417E+16,2012.74,Online,30517.09,02-01-2023 17:44,28504.35,0
2506,T02506,C3285,4.27924E+16,1101.55,Online,34118.62,02-01-2023 17:45,33017.07,0
2507,T02507,C3778,4.92087E+16,8541.08,Transfer,25326.53,02-01-2023 17:46,16785.45,0
2508,T02508,C2583,4.44758E+16,4397.11,ATM,34742.17,02-01-2023 17:47,30345.06,0
2509,T02509,C2163,4.28545E+16,8471.22,ATM,8720.46,02-01-2023 17:48,249.24,0
2510,T02510,C2032,4.3622E+16,8931.97,ATM,42646.35,02-01-2023 17:49,33714.38,0
2511,T02511,C3964,4.57233E+16,633.95,POS,7087.28,02-01-2023 17:50,6453.33,0
2512,T02512,C4488,4.50952E+16,8835.81,Online,20100.54,02-01-2023 17:51,11264.73,0
2513,T02513,C3689,4.43205E+16,4488.71,Online,3855.35,02-01-2023 17:52,-633.36,0
2514,T02514,C4950,4.10995E+16,5109.22,Online,27306.03,02-01-2023 17:53,22196.81,0
2515,T02515,C4712,4.39433E+16,6269.66,Transfer,33520.32,02-01-2023 17:54,27250.66,0
2516,T02516,C3468,4.91949E+16,9264.56,ATM,47066.96,02-01-2023 17:55,37802.4,0
2517,T02517,C4576,4.45228E+16,200.97,Online,36992.88,02-01-2023 17:56,36791.91,0
2518,T02518,C1615,4.99135E+16,4773.67,Transfer,27101.04,02-01-2023 17:57,22327.37,0
2519,T02519,C2365,4.21632E+16,6880.34,Online,46637.59,02-01-2023 17:58,39757.25,0
2520,T02520,C1333,4.47687E+16,7229.84,POS,23974,02-01-2023 17:59,16744.16,0
2521,T02521,C3386,4.76936E+16,6928.4,ATM,28104.16,02-01-2023 18:00,21175.76,0
2522,T02522,C3718,4.45037E+16,1353.01,Transfer,29845.32,02-01-2023 18:01,28492.31,0
2523,T02523,C1579,4.91388E+16,3000.96,Online,20557.99,02-01-2023 18:02,17557.03,0
2524,T02524,C4754,4.28598E+16,3593.57,ATM,41940.29,02-01-2023 18:03,38346.72,0
2525,T02525,C2432,4.88403E+16,8046.33,Transfer,9340.28,02-01-2023 18:04,1293.95,0
2526,T02526,C2270,4.379E+16,2794.81,ATM,27786.63,02-01-2023 18:05,24991.82,1
2527,T02527,C4963,4.8367E+16,2114.94,ATM,36139.44,02-01-2023 18:06,34024.5,0
2528,T02528,C3687,4.69879E+16,9574.91,POS,45208.41,02-01-2023 18:07,35633.5,0
2529,T02529,C3860,4.24302E+16,98.54,ATM,44207.53,02-01-2023 18:08,44108.99,0
2530,T02530,C3712,4.618E+16,9978.23,Transfer,25486.14,02-01-2023 18:09,15507.91,0
2531,T02531,C2605,4.37951E+16,6771.44,ATM,32193.76,02-01-2023 18:10,25422.32,0
2532,T02532,C1528,4.28282E+16,8286.41,Transfer,19772.46,02-01-2023 18:11,11486.05,0
2533,T02533,C3437,4.74561E+16,2953.25,ATM,23462.07,02-01-2023 18:12,20508.82,1
2534,T02534,C3903,4.51339E+16,153.01,Online,45322.66,02-01-2023 18:13,45169.65,0
2535,T02535,C4842,4.28168E+16,7381.32,POS,46542.13,02-01-2023 18:14,39160.81,0
2536,T02536,C1347,4.99269E+16,8343.1,Online,44781.16,02-01-2023 18:15,36438.06,0
2537,T02537,C2268,4.50148E+16,7407.36,POS,7004.71,02-01-2023 18:16,-402.65,0
2538,T02538,C3289,4.84272E+16,1437.07,Transfer,42519.19,02-01-2023 18:17,41082.12,0
2539,T02539,C2542,4.6448E+16,7536.74,POS,47423.35,02-01-2023 18:18,39886.61,0
2540,T02540,C3635,4.32233E+16,7691.54,ATM,18126.36,02-01-2023 18:19,10434.82,0
2541,T02541,C4242,4.39624E+16,6588.82,ATM,25980.45,02-01-2023 18:20,19391.63,0
2542,T02542,C2345,4.61272E+16,7663.5,Online,38976.85,02-01-2023 18:21,31313.35,0
2543,T02543,C4330,4.54222E+16,8460.76,POS,28147.7,02-01-2023 18:22,19686.94,0
2544,T02544,C1523,4.51676E+16,6139.91,Transfer,49674.83,02-01-2023 18:23,43534.92,0
2545,T02545,C3744,4.1352E+16,895.16,Transfer,22840.1,02-01-2023 18:24,21944.94,0
2546,T02546,C3878,4.18206E+16,4881.4,ATM,35725.74,02-01-2023 18:25,30844.34,0
2547,T02547,C4395,4.68213E+16,785.72,Transfer,39650.3,02-01-2023 18:26,38864.58,0
2548,T02548,C4879,4.92767E+16,4081.35,ATM,24755.61,02-01-2023 18:27,20674.26,0
2549,T02549,C4026,4.41235E+16,4076.99,ATM,42863.49,02-01-2023 18:28,38786.5,0
2550,T02550,C3807,4.85898E+16,669.44,ATM,27353.11,02-01-2023 18:29,26683.67,0
2551,T02551,C4737,4.81368E+16,3494.72,Online,20641.37,02-01-2023 18:30,17146.65,0
2552,T02552,C3156,4.45226E+16,1118.87,Online,5480.4,02-01-2023 18:31,4361.53,0
2553,T02553,C1382,4.84168E+16,8084.27,ATM,19731.34,02-01-2023 18:32,11647.07,0
2554,T02554,C3646,4.86547E+16,9477.4,ATM,36723.43,02-01-2023 18:33,27246.03,0
2555,T02555,C3746,4.47385E+16,732.44,ATM,46072.19,02-01-2023 18:34,45339.75,0
2556,T02556,C2734,4.26175E+16,9551.6,Transfer,12658.8,02-01-2023 18:35,3107.2,0
2557,T02557,C3082,4.65641E+16,5230.54,ATM,17826.25,02-01-2023 18:36,12595.71,0
2558,T02558,C2482,4.48918E+16,3002.66,ATM,7782.65,02-01-2023 18:37,4779.99,0
2559,T02559,C1074,4.44648E+16,777.85,POS,34567.07,02-01-2023 18:38,33789.22,0
2560,T02560,C2485,4.69365E+16,5011.24,POS,48013.4,02-01-2023 18:39,43002.16,0
2561,T02561,C2265,4.72917E+16,7947.21,POS,32083.52,02-01-2023 18:40,24136.31,0
2562,T02562,C1738,4.18605E+16,7073.79,POS,30892.12,02-01-2023 18:41,23818.33,0
2563,T02563,C4895,4.72928E+16,511.76,ATM,27719.15,02-01-2023 18:42,27207.39,0
2564,T02564,C1877,4.13933E+16,738.29,POS,4513.94,02-01-2023 18:43,3775.65,0
2565,T02565,C2399,4.89762E+16,4034.7,Transfer,36502.24,02-01-2023 18:44,32467.54,0
2566,T02566,C4881,4.24225E+16,2959.95,Transfer,30142.27,02-01-2023 18:45,27182.32,0
2567,T02567,C4138,4.89494E+16,2331.52,POS,33107.69,02-01-2023 18:46,30776.17,0
2568,T02568,C2991,4.58435E+16,2817.23,Online,44950.67,02-01-2023 18:47,42133.44,0
2569,T02569,C1786,4.70047E+16,8036.79,Transfer,39219.64,02-01-2023 18:48,31182.85,0
2570,T02570,C1927,4.16012E+16,9292.99,Transfer,39067.67,02-01-2023 18:49,29774.68,0
2571,T02571,C1563,4.75441E+16,4056.98,POS,46366.47,02-01-2023 18:50,42309.49,0
2572,T02572,C1634,4.91266E+16,9062.05,POS,49497.75,02-01-2023 18:51,40435.7,0
2573,T02573,C1316,4.91852E+16,3221.74,ATM,29106.01,02-01-2023 18:52,25884.27,0
2574,T02574,C2211,4.47045E+16,4769.61,Transfer,5533.19,02-01-2023 18:53,763.58,0
2575,T02575,C4458,4.78622E+16,2268.03,POS,23010.58,02-01-2023 18:54,20742.55,0
2576,T02576,C4228,4.2092E+16,6408.36,POS,39401.3,02-01-2023 18:55,32992.94,0
2577,T02577,C1414,4.43212E+16,9790.02,ATM,1483.49,02-01-2023 18:56,-8306.53,1
2578,T02578,C3079,4.7804E+16,6038.9,Transfer,2938.68,02-01-2023 18:57,-3100.22,0
2579,T02579,C4157,4.55432E+16,3584.56,POS,3451.17,02-01-2023 18:58,-133.39,0
2580,T02580,C3210,4.80212E+16,6481.7,ATM,36578.68,02-01-2023 18:59,30096.98,0
2581,T02581,C4420,4.46938E+16,1237.98,POS,25108.21,02-01-2023 19:00,23870.23,0
2582,T02582,C4025,4.24847E+16,8887.7,Online,18508.01,02-01-2023 19:01,9620.31,0
2583,T02583,C4619,4.28678E+16,5035.81,Online,5370.29,02-01-2023 19:02,334.48,0
2584,T02584,C3156,4.1402E+16,4499,POS,36638.79,02-01-2023 19:03,32139.79,0
2585,T02585,C1154,4.12407E+16,5862.79,Transfer,16118.89,02-01-2023 19:04,10256.1,0
2586,T02586,C3711,4.67544E+16,6251.59,Online,13339.67,02-01-2023 19:05,7088.08,0
2587,T02587,C2379,4.70855E+16,727.04,ATM,32650.73,02-01-2023 19:06,31923.69,0
2588,T02588,C4589,4.51605E+16,6829.35,POS,27994.64,02-01-2023 19:07,21165.29,0
2589,T02589,C4138,4.40954E+16,2426.9,ATM,18184.29,02-01-2023 19:08,15757.39,0
2590,T02590,C3531,4.4597E+16,7142.39,Online,32110.22,02-01-2023 19:09,24967.83,0
2591,T02591,C1536,4.2751E+16,8227.12,Transfer,13633.95,02-01-2023 19:10,5406.83,1
2592,T02592,C3446,4.13402E+16,8041.55,ATM,39762.03,02-01-2023 19:11,31720.48,0
2593,T02593,C2543,4.32573E+16,5529.48,Online,11543.02,02-01-2023 19:12,6013.54,0
2594,T02594,C1631,4.7387E+16,5206.5,Online,8026,02-01-2023 19:13,2819.5,0
2595,T02595,C1664,4.22293E+16,1437.33,Online,39143.73,02-01-2023 19:14,37706.4,0
2596,T02596,C1740,4.70375E+16,7755.71,ATM,35423.81,02-01-2023 19:15,27668.1,0
2597,T02597,C4405,4.51816E+16,2721.38,Online,9213.68,02-01-2023 19:16,6492.3,0
2598,T02598,C3837,4.51555E+16,4971.99,POS,5900.66,02-01-2023 19:17,928.67,0
2599,T02599,C4158,4.17435E+16,2849.9,Online,41936.11,02-01-2023 19:18,39086.21,1
2600,T02600,C3558,4.69179E+16,1346.95,POS,38852.26,02-01-2023 19:19,37505.31,0
2601,T02601,C4313,4.74274E+16,6299.28,Transfer,16430.14,02-01-2023 19:20,10130.86,0
2602,T02602,C4697,4.49427E+16,552.78,POS,32944.05,02-01-2023 19:21,32391.27,0
2603,T02603,C1678,4.52405E+16,7488.97,Transfer,6295.59,02-01-2023 19:22,-1193.38,0
2604,T02604,C3953,4.35143E+16,3182.69,Transfer,25401.68,02-01-2023 19:23,22218.99,0
2605,T02605,C2792,4.24535E+16,11.35,POS,1034.64,02-01-2023 19:24,1023.29,0
2606,T02606,C1178,4.85525E+16,5116.18,Transfer,19640.93,02-01-2023 19:25,14524.75,0
2607,T02607,C2682,4.64673E+16,478.05,POS,3834.66,02-01-2023 19:26,3356.61,0
2608,T02608,C2492,4.25964E+16,2768.93,ATM,23809.84,02-01-2023 19:27,21040.91,0
2609,T02609,C3770,4.21183E+16,7072.7,Transfer,21141.91,02-01-2023 19:28,14069.21,0
2610,T02610,C3947,4.76784E+16,636.27,POS,22274.81,02-01-2023 19:29,21638.54,0
2611,T02611,C1972,4.25173E+16,8394.99,Transfer,2362.03,02-01-2023 19:30,-6032.96,0
2612,T02612,C4971,4.70474E+16,48.16,Online,18144.66,02-01-2023 19:31,18096.5,0
2613,T02613,C2819,4.1101E+16,2475.77,POS,37848.54,02-01-2023 19:32,35372.77,0
2614,T02614,C3500,4.34612E+16,7411.63,Online,18508.83,02-01-2023 19:33,11097.2,0
2615,T02615,C2167,4.49691E+16,3169.54,Transfer,35787.08,02-01-2023 19:34,32617.54,0
2616,T02616,C4081,4.26027E+16,1027.9,Transfer,18536.99,02-01-2023 19:35,17509.09,0
2617,T02617,C4066,4.74349E+16,3608.74,ATM,21219.65,02-01-2023 19:36,17610.91,0
2618,T02618,C4210,4.90406E+16,2711.23,POS,28238.22,02-01-2023 19:37,25526.99,0
2619,T02619,C2838,4.57945E+16,8428.69,Online,47539.03,02-01-2023 19:38,39110.34,0
2620,T02620,C1958,4.49817E+16,3140.35,ATM,5532.14,02-01-2023 19:39,2391.79,0
2621,T02621,C3187,4.14301E+16,7891.44,Transfer,1742.4,02-01-2023 19:40,-6149.04,0
2622,T02622,C1979,4.67177E+16,8919.8,Transfer,30437.06,02-01-2023 19:41,21517.26,0
2623,T02623,C2267,4.57096E+16,4343.84,ATM,47459.94,02-01-2023 19:42,43116.1,0
2624,T02624,C4955,4.69676E+16,9100.33,Online,49487.18,02-01-2023 19:43,40386.85,0
2625,T02625,C4312,4.69451E+16,3779.41,Transfer,24259.8,02-01-2023 19:44,20480.39,0
2626,T02626,C4212,4.19259E+16,9641.14,Transfer,23457.27,02-01-2023 19:45,13816.13,0
2627,T02627,C2921,4.72181E+16,902,POS,32283.69,02-01-2023 19:46,31381.69,0
2628,T02628,C4702,4.49991E+16,6873.32,ATM,27826.17,02-01-2023 19:47,20952.85,0
2629,T02629,C4420,4.63882E+16,4943.2,Transfer,31740.99,02-01-2023 19:48,26797.79,0
2630,T02630,C1794,4.14383E+16,3882.61,Online,43712.57,02-01-2023 19:49,39829.96,0
2631,T02631,C2506,4.43993E+16,6330.79,POS,37340.68,02-01-2023 19:50,31009.89,0
2632,T02632,C3778,4.28171E+16,7041.53,ATM,24894.18,02-01-2023 19:51,17852.65,0
2633,T02633,C4879,4.32491E+16,53.59,Online,23147.04,02-01-2023 19:52,23093.45,1
2634,T02634,C3336,4.91854E+16,1677.86,Transfer,32016.13,02-01-2023 19:53,30338.27,0
2635,T02635,C2804,4.28013E+16,7133.33,ATM,22839.74,02-01-2023 19:54,15706.41,0
2636,T02636,C2891,4.11445E+16,6667.19,ATM,22943.19,02-01-2023 19:55,16276,0
2637,T02637,C4151,4.12517E+16,9660.81,Online,913.66,02-01-2023 19:56,-8747.15,0
2638,T02638,C2154,4.11311E+16,7612.77,ATM,8785.8,02-01-2023 19:57,1173.03,0
2639,T02639,C4187,4.83906E+16,9508.22,Online,24476.83,02-01-2023 19:58,14968.61,0
2640,T02640,C2564,4.71245E+16,7028.38,Transfer,41150.41,02-01-2023 19:59,34122.03,0
2641,T02641,C3059,4.1569E+16,2987.54,POS,14008.48,02-01-2023 20:00,11020.94,0
2642,T02642,C3160,4.96356E+16,1062.6,Online,26179.91,02-01-2023 20:01,25117.31,0
2643,T02643,C2714,4.18701E+16,7820.42,POS,17313.61,02-01-2023 20:02,9493.19,0
2644,T02644,C4957,4.85245E+16,6445.05,ATM,5329.72,02-01-2023 20:03,-1115.33,0
2645,T02645,C1663,4.69818E+16,491.38,Online,47919.09,02-01-2023 20:04,47427.71,0
2646,T02646,C4345,4.75213E+16,3606.9,Transfer,42748.23,02-01-2023 20:05,39141.33,0
2647,T02647,C1817,4.13964E+16,9568.43,Online,4016.77,02-01-2023 20:06,-5551.66,0
2648,T02648,C4281,4.56162E+16,5009.01,Online,36017.38,02-01-2023 20:07,31008.37,0
2649,T02649,C3476,4.83465E+16,4332.96,Online,17444.24,02-01-2023 20:08,13111.28,0
2650,T02650,C1566,4.39064E+16,4582.42,POS,49743.01,02-01-2023 20:09,45160.59,0
2651,T02651,C4575,4.66456E+16,2096.74,POS,15189.69,02-01-2023 20:10,13092.95,0
2652,T02652,C2024,4.66266E+16,3693.38,ATM,12013.05,02-01-2023 20:11,8319.67,0
2653,T02653,C1213,4.94157E+16,3704.43,ATM,28437.74,02-01-2023 20:12,24733.31,0
2654,T02654,C3626,4.45584E+16,533.03,ATM,41772.8,02-01-2023 20:13,41239.77,0
2655,T02655,C2968,4.4854E+16,7678,ATM,9706.69,02-01-2023 20:14,2028.69,0
2656,T02656,C4580,4.30933E+16,4170.88,Online,35499.2,02-01-2023 20:15,31328.32,0
2657,T02657,C2520,4.19537E+16,8223.58,POS,3164.19,02-01-2023 20:16,-5059.39,0
2658,T02658,C3271,4.39126E+16,8504.98,POS,45954.84,02-01-2023 20:17,37449.86,0
2659,T02659,C4826,4.11351E+16,2127.82,POS,4145.64,02-01-2023 20:18,2017.82,0
2660,T02660,C1420,4.68906E+16,6576.96,POS,45720.15,02-01-2023 20:19,39143.19,0
2661,T02661,C3913,4.11079E+16,4728.1,ATM,24591.28,02-01-2023 20:20,19863.18,0
2662,T02662,C4464,4.29164E+16,8802.77,Online,22459.75,02-01-2023 20:21,13656.98,0
2663,T02663,C3113,4.29825E+16,2165.25,POS,48668.02,02-01-2023 20:22,46502.77,0
2664,T02664,C4486,4.69264E+16,6781.35,Transfer,49520.17,02-01-2023 20:23,42738.82,0
2665,T02665,C1510,4.35081E+16,6081.44,Online,32543.89,02-01-2023 20:24,26462.45,0
2666,T02666,C2167,4.66197E+16,2960.06,Transfer,6443.25,02-01-2023 20:25,3483.19,0
2667,T02667,C1343,4.13958E+16,1374.64,Online,25357.89,02-01-2023 20:26,23983.25,0
2668,T02668,C4125,4.89755E+16,6519.88,Online,26505.24,02-01-2023 20:27,19985.36,0
2669,T02669,C1656,4.47028E+16,7388.59,Online,25770.88,02-01-2023 20:28,18382.29,0
2670,T02670,C2117,4.79134E+16,3163.12,Transfer,28517.64,02-01-2023 20:29,25354.52,0
2671,T02671,C2840,4.54998E+16,6451.88,POS,1034.36,02-01-2023 20:30,-5417.52,0
2672,T02672,C4708,4.99214E+16,3957.36,POS,35590.24,02-01-2023 20:31,31632.88,0
2673,T02673,C3102,4.74179E+16,7134.94,Transfer,35648.48,02-01-2023 20:32,28513.54,0
2674,T02674,C1603,4.8127E+16,2000.16,POS,5861.94,02-01-2023 20:33,3861.78,0
2675,T02675,C4403,4.93067E+16,8903.25,ATM,28554.95,02-01-2023 20:34,19651.7,0
2676,T02676,C2791,4.61269E+16,2881.22,POS,28461.22,02-01-2023 20:35,25580,0
2677,T02677,C1375,4.32693E+16,3684.18,ATM,34154.28,02-01-2023 20:36,30470.1,0
2678,T02678,C4876,4.18534E+16,590.34,ATM,4361.34,02-01-2023 20:37,3771,0
2679,T02679,C4729,4.39215E+16,1124.01,ATM,31362.52,02-01-2023 20:38,30238.51,0
2680,T02680,C1909,4.66824E+16,5163.46,Transfer,14109.52,02-01-2023 20:39,8946.06,0
2681,T02681,C4345,4.44999E+16,2683.25,POS,25399.45,02-01-2023 20:40,22716.2,0
2682,T02682,C2847,4.93276E+16,8356.45,POS,38688.85,02-01-2023 20:41,30332.4,0
2683,T02683,C4623,4.79482E+16,156.79,Transfer,35311.73,02-01-2023 20:42,35154.94,0
2684,T02684,C2431,4.21973E+16,3797.15,Transfer,6033.26,02-01-2023 20:43,2236.11,0
2685,T02685,C4811,4.25792E+16,3380.08,POS,29600.12,02-01-2023 20:44,26220.04,0
2686,T02686,C1109,4.78609E+16,203.08,Transfer,48458.91,02-01-2023 20:45,48255.83,0
2687,T02687,C2699,4.71936E+16,1252.44,Transfer,7922.79,02-01-2023 20:46,6670.35,0
2688,T02688,C1218,4.98092E+16,4142.29,ATM,42660.06,02-01-2023 20:47,38517.77,0
2689,T02689,C2623,4.70021E+16,4933.72,Transfer,35157.15,02-01-2023 20:48,30223.43,0
2690,T02690,C3056,4.16081E+16,4048.85,ATM,38722.77,02-01-2023 20:49,34673.92,0
2691,T02691,C2531,4.1159E+16,5314.07,Online,14169.72,02-01-2023 20:50,8855.65,0
2692,T02692,C1965,4.92155E+16,5955.37,ATM,14465.66,02-01-2023 20:51,8510.29,0
2693,T02693,C2581,4.50434E+16,109.14,ATM,45310.37,02-01-2023 20:52,45201.23,0
2694,T02694,C1334,4.56029E+16,4646.31,Transfer,18055.62,02-01-2023 20:53,13409.31,0
2695,T02695,C2535,4.76817E+16,9635.36,POS,3244.47,02-01-2023 20:54,-6390.89,0
2696,T02696,C1919,4.55344E+16,5195.13,Online,30069.78,02-01-2023 20:55,24874.65,0
2697,T02697,C1115,4.73467E+16,6778.65,Online,6328.4,02-01-2023 20:56,-450.25,0
2698,T02698,C2305,4.11197E+16,3125.52,Online,39850.15,02-01-2023 20:57,36724.63,0
2699,T02699,C4812,4.11911E+16,7742.17,POS,32123.15,02-01-2023 20:58,24380.98,0
2700,T02700,C1405,4.78359E+16,7731.49,Online,43748.85,02-01-2023 20:59,36017.36,0
2701,T02701,C4437,4.21174E+16,5217.75,Online,39263.38,02-01-2023 21:00,34045.63,0
2702,T02702,C3927,4.31293E+16,9760.38,POS,5694.47,02-01-2023 21:01,-4065.91,1
2703,T02703,C3662,4.48596E+16,1264.25,Online,19115.43,02-01-2023 21:02,17851.18,0
2704,T02704,C2373,4.31937E+16,179.31,Transfer,38750.56,02-01-2023 21:03,38571.25,0
2705,T02705,C4241,4.17151E+16,7703.88,Transfer,20925.34,02-01-2023 21:04,13221.46,0
2706,T02706,C1598,4.2239E+16,8073.48,ATM,48621.04,02-01-2023 21:05,40547.56,0
2707,T02707,C1563,4.54921E+16,1210.87,ATM,36813.45,02-01-2023 21:06,35602.58,0
2708,T02708,C1156,4.28196E+16,2663.17,ATM,873.45,02-01-2023 21:07,-1789.72,0
2709,T02709,C2175,4.43844E+16,185.35,Transfer,44011.29,02-01-2023 21:08,43825.94,0
2710,T02710,C4757,4.6783E+16,2940.15,Transfer,5130.16,02-01-2023 21:09,2190.01,0
2711,T02711,C4398,4.31443E+16,7733.69,Transfer,7112.13,02-01-2023 21:10,-621.56,0
2712,T02712,C2935,4.7533E+16,5184.43,ATM,36751.17,02-01-2023 21:11,31566.74,0
2713,T02713,C3851,4.99041E+16,3487.47,ATM,43261.93,02-01-2023 21:12,39774.46,0
2714,T02714,C4404,4.49967E+16,3723.68,ATM,26863.85,02-01-2023 21:13,23140.17,0
2715,T02715,C1568,4.89023E+16,23.52,ATM,14523.58,02-01-2023 21:14,14500.06,0
2716,T02716,C4108,4.22094E+16,3005.01,ATM,17630.65,02-01-2023 21:15,14625.64,0
2717,T02717,C3889,4.38601E+16,6468.12,ATM,17210.18,02-01-2023 21:16,10742.06,0
2718,T02718,C2921,4.80884E+16,9742.2,Transfer,16401.24,02-01-2023 21:17,6659.04,0
2719,T02719,C2837,4.13568E+16,8472.14,POS,12221.19,02-01-2023 21:18,3749.05,0
2720,T02720,C3520,4.81317E+16,245.71,POS,30482.47,02-01-2023 21:19,30236.76,0
2721,T02721,C1021,4.4737E+16,8986.62,ATM,45030.23,02-01-2023 21:20,36043.61,0
2722,T02722,C4710,4.83202E+16,7834.15,POS,15423.41,02-01-2023 21:21,7589.26,0
2723,T02723,C1324,4.77604E+16,7805.96,POS,9416.05,02-01-2023 21:22,1610.09,0
2724,T02724,C1077,4.30627E+16,4585.38,Transfer,41945.03,02-01-2023 21:23,37359.65,0
2725,T02725,C2048,4.76011E+16,3986.07,ATM,37114.99,02-01-2023 21:24,33128.92,0
2726,T02726,C1883,4.4087E+16,3036.13,ATM,46548.77,02-01-2023 21:25,43512.64,0
2727,T02727,C4420,4.28538E+16,666.29,POS,8359.43,02-01-2023 21:26,7693.14,0
2728,T02728,C1612,4.14871E+16,2290.07,ATM,7298.14,02-01-2023 21:27,5008.07,0
2729,T02729,C3247,4.92657E+16,2473.57,ATM,27117.33,02-01-2023 21:28,24643.76,0
2730,T02730,C4851,4.99025E+16,4845.93,ATM,30760.24,02-01-2023 21:29,25914.31,0
2731,T02731,C3978,4.82188E+16,7476.97,ATM,24060.65,02-01-2023 21:30,16583.68,0
2732,T02732,C3493,4.72715E+16,4743.36,POS,29988.44,02-01-2023 21:31,25245.08,0
2733,T02733,C3161,4.30036E+16,587.87,Online,9100.95,02-01-2023 21:32,8513.08,0
2734,T02734,C2733,4.88606E+16,9578.32,POS,24032.73,02-01-2023 21:33,14454.41,0
2735,T02735,C1455,4.5697E+16,9427.82,Transfer,32938.82,02-01-2023 21:34,23511,0
2736,T02736,C4179,4.26532E+16,7854.04,Online,21692.05,02-01-2023 21:35,13838.01,0
2737,T02737,C2180,4.66726E+16,9913.37,Online,34004.42,02-01-2023 21:36,24091.05,0
2738,T02738,C1973,4.1582E+16,5449.38,Online,22614.44,02-01-2023 21:37,17165.06,0
2739,T02739,C2233,4.54283E+16,9628.06,POS,16746.62,02-01-2023 21:38,7118.56,0
2740,T02740,C1499,4.95898E+16,765.29,Transfer,15249.89,02-01-2023 21:39,14484.6,0
2741,T02741,C1195,4.14693E+16,3663.15,POS,20604.01,02-01-2023 21:40,16940.86,0
2742,T02742,C1976,4.99353E+16,2261.56,Transfer,1252.17,02-01-2023 21:41,-1009.39,0
2743,T02743,C2719,4.94512E+16,1966.37,POS,33459.4,02-01-2023 21:42,31493.03,0
2744,T02744,C3617,4.2131E+16,1416.62,POS,42270.77,02-01-2023 21:43,40854.15,0
2745,T02745,C4251,4.25643E+16,6227.91,POS,17795.89,02-01-2023 21:44,11567.98,0
2746,T02746,C3551,4.59436E+16,7815.41,Online,2397.05,02-01-2023 21:45,-5418.36,0
2747,T02747,C2872,4.81628E+16,5787.2,POS,49340.1,02-01-2023 21:46,43552.9,0
2748,T02748,C1257,4.28408E+16,1478.16,Transfer,13258.54,02-01-2023 21:47,11780.38,0
2749,T02749,C1454,4.55705E+16,8113.13,Transfer,6418.39,02-01-2023 21:48,-1694.74,0
2750,T02750,C4427,4.48392E+16,6363.19,Transfer,18550.65,02-01-2023 21:49,12187.46,0
2751,T02751,C4707,4.5207E+16,3887.78,Online,36954,02-01-2023 21:50,33066.22,0
2752,T02752,C3047,4.24786E+16,6744.56,POS,14766.44,02-01-2023 21:51,8021.88,0
2753,T02753,C3444,4.27792E+16,2606.45,POS,28777.69,02-01-2023 21:52,26171.24,0
2754,T02754,C3195,4.48192E+16,3458.47,ATM,20836.44,02-01-2023 21:53,17377.97,0
2755,T02755,C1067,4.6457E+16,9175.68,Online,5976.42,02-01-2023 21:54,-3199.26,0
2756,T02756,C3588,4.37301E+16,2912.14,Transfer,16581.32,02-01-2023 21:55,13669.18,0
2757,T02757,C3110,4.61919E+16,4705.18,Transfer,36271.04,02-01-2023 21:56,31565.86,0
2758,T02758,C3355,4.97165E+16,8902.51,POS,30638.99,02-01-2023 21:57,21736.48,0
2759,T02759,C1990,4.28141E+16,7080.14,Transfer,6076.94,02-01-2023 21:58,-1003.2,0
2760,T02760,C3943,4.8768E+16,631.41,POS,8249.79,02-01-2023 21:59,7618.38,0
2761,T02761,C1588,4.5334E+16,1481.56,POS,32072.59,02-01-2023 22:00,30591.03,0
2762,T02762,C2193,4.9566E+16,88.34,ATM,40689.43,02-01-2023 22:01,40601.09,0
2763,T02763,C2758,4.42388E+16,6312.91,Online,17538.78,02-01-2023 22:02,11225.87,0
2764,T02764,C1006,4.44022E+16,4482.26,POS,29806.01,02-01-2023 22:03,25323.75,0
2765,T02765,C3518,4.52398E+16,1351.41,POS,8615.12,02-01-2023 22:04,7263.71,0
2766,T02766,C2445,4.48073E+16,9579.76,POS,15637.68,02-01-2023 22:05,6057.92,0
2767,T02767,C1985,4.64889E+16,5301.3,ATM,1111.48,02-01-2023 22:06,-4189.82,0
2768,T02768,C3337,4.4904E+16,2426.51,POS,38436.97,02-01-2023 22:07,36010.46,0
2769,T02769,C2706,4.2404E+16,5011.03,Online,20110.39,02-01-2023 22:08,15099.36,0
2770,T02770,C1767,4.95907E+16,6799.41,Online,40824.67,02-01-2023 22:09,34025.26,0
2771,T02771,C3721,4.53415E+16,771.63,Transfer,35447.81,02-01-2023 22:10,34676.18,0
2772,T02772,C3737,4.78628E+16,2754.29,Online,41454.34,02-01-2023 22:11,38700.05,0
2773,T02773,C1350,4.48497E+16,8071.59,Transfer,14354.37,02-01-2023 22:12,6282.78,0
2774,T02774,C3144,4.17497E+16,4602.05,Online,9336.93,02-01-2023 22:13,4734.88,0
2775,T02775,C4992,4.91646E+16,5470.31,Transfer,48598.09,02-01-2023 22:14,43127.78,0
2776,T02776,C2477,4.37042E+16,4333.83,POS,35894.66,02-01-2023 22:15,31560.83,0
2777,T02777,C1277,4.58386E+16,448.56,ATM,41718.71,02-01-2023 22:16,41270.15,0
